participant,trial,task,sentence,answer,count_correct
6073631553d2939cf73b0f2d,12,speech_pilot_60t,bkbf0301,The glass bowl broke,0
607dccecbcc9727694d62c31,12,speech_pilot_60t,bkbf0812,The bus stopped suddenly,2
60870e7b286405a9ad9ec7e7,12,speech_pilot_60t,bkbf1907,A grocer sells butter,3
608ac826799bec5934dcc129,12,speech_pilot_60t,bkbf0512,Somebody took the money,2
6094111f05a8a1d7a1331eec,12,speech_pilot_60t,bkbf2114,The kettle boiled quickly,3
60a3eb7f3af78045aef70069,12,speech_pilot_60t,bkbf0414,The cooks making a cake,3
60a7a7500329de081813449b,12,speech_pilot_60t,bkbf0204,The old gloves are dirty,0
60ac3bd676946e7491640234,12,speech_pilot_60t,bkbf0208,Snow falls at Christmas,1
5c730ca1f674750001df8d09,13,speech_pilot_60t,bkbf1111,The cow gave some milk,2
5cc5c6dbe0df3f00121404c0,13,speech_pilot_60t,bkbf0512,Somebody took the money,3
5d838915e3876a00014c44b9,13,speech_pilot_60t,bkbf1914,The girl held a mirror,1
5da57bdaca1b86001770b13d,13,speech_pilot_60t,bkbf1008,Someones crossing the road,3
5e0272eab1fb05df866cb113,13,speech_pilot_60t,bkbf0216,The school finished early,3
5e1b2dea8b90cb3502480bc9,13,speech_pilot_60t,bkbf1008,Someones crossing the road,3
5e7921fcbd76c94d6b4fac57,13,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,0
5e94dc714b34ff84c349e18c,13,speech_pilot_60t,bkbf1205,The taps are above the sink,1
5eff7df90aede705593e92d7,13,speech_pilot_60t,bkbf1408,The kitchen window was clean,0
5f11ae10e3411a04c189ae61,13,speech_pilot_60t,bkbf0912,The lady packed her bag,3
5f203ef1f055ba0b51cdbd9f,13,speech_pilot_60t,bkbf1111,The cow gave some milk,2
5f2e676e17eb961c58928b91,13,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
5f493fea06249046a8db8569,13,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5f56586779a86f05faa07be4,13,speech_pilot_60t,bkbf1210,The football game's over,3
5f7f16eb45861703806170e6,13,speech_pilot_60t,bkbf0107,The green tomatoes are small,0
5f7f3a1031fc3c08f47ff478,13,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,2
5f87293ac383790f14df903c,13,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5fe2672ce7a1d2df1d2cc0ba,13,speech_pilot_60t,bkbf0107,The green tomatoes are small,0
5ff74e9756bc433d405a5773,13,speech_pilot_60t,bkbf1516,The puppy plays with a ball,0
5ffed99b5991d45ce2eb9e7a,13,speech_pilot_60t,bkbf1208,The bread van's coming,2
600c3a4cf1786b0d29f2e0b5,13,speech_pilot_60t,bkbf0209,Shes taking her coat,3
601d160d8b17da043f490fd8,13,speech_pilot_60t,bkbf0414,The cooks making a cake,3
6073631553d2939cf73b0f2d,13,speech_pilot_60t,bkbf1703,The sky was very blue,3
607dccecbcc9727694d62c31,13,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
60870e7b286405a9ad9ec7e7,13,speech_pilot_60t,bkbf0912,The lady packed her bag,3
608ac826799bec5934dcc129,13,speech_pilot_60t,bkbf0213,Some sticks were under the tree,1
6094111f05a8a1d7a1331eec,13,speech_pilot_60t,bkbf0116,The ice cream was pink,3
60a3eb7f3af78045aef70069,13,speech_pilot_60t,bkbf1212,The children help the milkman,3
60a7a7500329de081813449b,13,speech_pilot_60t,bkbf0913,The dinner plate's hot,0
60ac3bd676946e7491640234,13,speech_pilot_60t,bkbf1907,A grocer sells butter,0
5c730ca1f674750001df8d09,14,speech_pilot_60t,bkbf0615,The broom stood in the corner,0
5cc5c6dbe0df3f00121404c0,14,speech_pilot_60t,bkbf1703,The sky was very blue,3
5d838915e3876a00014c44b9,14,speech_pilot_60t,bkbf1210,The football game's over,3
5da57bdaca1b86001770b13d,14,speech_pilot_60t,bkbf1301,The fruit came in a box,1
5e0272eab1fb05df866cb113,14,speech_pilot_60t,bkbf2012,The raincoat's hanging up,2
5e1b2dea8b90cb3502480bc9,14,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
5e7921fcbd76c94d6b4fac57,14,speech_pilot_60t,bkbf1210,The football game's over,3
5e94dc714b34ff84c349e18c,14,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,1
5eff7df90aede705593e92d7,14,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5f11ae10e3411a04c189ae61,14,speech_pilot_60t,bkbf1215,The boy had a toy dragon,2
5f203ef1f055ba0b51cdbd9f,14,speech_pilot_60t,bkbf1408,The kitchen window was clean,3
5f2e676e17eb961c58928b91,14,speech_pilot_60t,bkbf0715,He’s holding his nose,0
5f493fea06249046a8db8569,14,speech_pilot_60t,bkbf0714,The orange was quite sweet,2
5f56586779a86f05faa07be4,14,speech_pilot_60t,bkbf0101,The clown had a funny face,3
5f7f16eb45861703806170e6,14,speech_pilot_60t,bkbf0615,The broom stood in the corner,0
5f7f3a1031fc3c08f47ff478,14,speech_pilot_60t,bkbf1212,The children help the milkman,2
5f87293ac383790f14df903c,14,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,1
5fe2672ce7a1d2df1d2cc0ba,14,speech_pilot_60t,bkbf0502,The matches lie on the shelf,1
5ff74e9756bc433d405a5773,14,speech_pilot_60t,bkbf0214,The little baby sleeps,3
5ffed99b5991d45ce2eb9e7a,14,speech_pilot_60t,bkbf0501,The bath towel was wet,1
600c3a4cf1786b0d29f2e0b5,14,speech_pilot_60t,bkbf1205,The taps are above the sink,2
601d160d8b17da043f490fd8,14,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
6073631553d2939cf73b0f2d,14,speech_pilot_60t,bkbf1212,The children help the milkman,1
607dccecbcc9727694d62c31,14,speech_pilot_60t,bkbf2016,The flower stands in a pot,2
60870e7b286405a9ad9ec7e7,14,speech_pilot_60t,bkbf0213,Some sticks were under the tree,3
608ac826799bec5934dcc129,14,speech_pilot_60t,bkbf0107,The green tomatoes are small,0
6094111f05a8a1d7a1331eec,14,speech_pilot_60t,bkbf0204,The old gloves are dirty,2
60a3eb7f3af78045aef70069,14,speech_pilot_60t,bkbf1415,The grass is getting long,3
60a7a7500329de081813449b,14,speech_pilot_60t,bkbf0213,Some sticks were under the tree,1
60ac3bd676946e7491640234,14,speech_pilot_60t,bkbf0209,Shes taking her coat,3
5c730ca1f674750001df8d09,15,speech_pilot_60t,bkbf0812,The bus stopped suddenly,3
5cc5c6dbe0df3f00121404c0,15,speech_pilot_60t,bkbf0101,The clown had a funny face,3
5d838915e3876a00014c44b9,15,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
5da57bdaca1b86001770b13d,15,speech_pilot_60t,bkbf1208,The bread van's coming,3
5e0272eab1fb05df866cb113,15,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,1
5e1b2dea8b90cb3502480bc9,15,speech_pilot_60t,bkbf0209,Shes taking her coat,3
5e7921fcbd76c94d6b4fac57,15,speech_pilot_60t,bkbf2016,The flower stands in a pot,0
5e94dc714b34ff84c349e18c,15,speech_pilot_60t,bkbf0216,The school finished early,3
5eff7df90aede705593e92d7,15,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
5f11ae10e3411a04c189ae61,15,speech_pilot_60t,bkbf2114,The kettle boiled quickly,0
5f203ef1f055ba0b51cdbd9f,15,speech_pilot_60t,bkbf0512,Somebody took the money,0
5f2e676e17eb961c58928b91,15,speech_pilot_60t,bkbf1008,Someones crossing the road,3
5f493fea06249046a8db8569,15,speech_pilot_60t,bkbf0209,Shes taking her coat,3
5f56586779a86f05faa07be4,15,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,1
5f7f16eb45861703806170e6,15,speech_pilot_60t,bkbf0715,He’s holding his nose,2
5f7f3a1031fc3c08f47ff478,15,speech_pilot_60t,bkbf0715,He’s holding his nose,0
5f87293ac383790f14df903c,15,speech_pilot_60t,bkbf1610,The driver lost his way,3
5fe2672ce7a1d2df1d2cc0ba,15,speech_pilot_60t,bkbf1208,The bread van's coming,2
5ff74e9756bc433d405a5773,15,speech_pilot_60t,bkbf0414,The cooks making a cake,2
5ffed99b5991d45ce2eb9e7a,15,speech_pilot_60t,bkbf0213,Some sticks were under the tree,1
600c3a4cf1786b0d29f2e0b5,15,speech_pilot_60t,bkbf0913,The dinner plate's hot,3
601d160d8b17da043f490fd8,15,speech_pilot_60t,bkbf1609,Some men shave in the morning,2
6073631553d2939cf73b0f2d,15,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
607dccecbcc9727694d62c31,15,speech_pilot_60t,bkbf0210,The police chased the car,1
60870e7b286405a9ad9ec7e7,15,speech_pilot_60t,bkbf1205,The taps are above the sink,1
608ac826799bec5934dcc129,15,speech_pilot_60t,bkbf1008,Someones crossing the road,3
6094111f05a8a1d7a1331eec,15,speech_pilot_60t,bkbf0214,The little baby sleeps,3
60a3eb7f3af78045aef70069,15,speech_pilot_60t,bkbf0310,The man cleaned his shoes,0
60a7a7500329de081813449b,15,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,2
60ac3bd676946e7491640234,15,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
5c730ca1f674750001df8d09,16,speech_pilot_60t,bkbf0501,The bath towel was wet,3
5cc5c6dbe0df3f00121404c0,16,speech_pilot_60t,bkbf1205,The taps are above the sink,0
5d838915e3876a00014c44b9,16,speech_pilot_60t,bkbf1703,The sky was very blue,3
5da57bdaca1b86001770b13d,16,speech_pilot_60t,bkbf1703,The sky was very blue,3
5e0272eab1fb05df866cb113,16,speech_pilot_60t,bkbf1914,The girl held a mirror,0
5e1b2dea8b90cb3502480bc9,16,speech_pilot_60t,bkbf0210,The police chased the car,2
5e7921fcbd76c94d6b4fac57,16,speech_pilot_60t,bkbf0213,Some sticks were under the tree,1
5e94dc714b34ff84c349e18c,16,speech_pilot_60t,bkbf0209,Shes taking her coat,2
5eff7df90aede705593e92d7,16,speech_pilot_60t,bkbf1613,The oven door was open,3
5f11ae10e3411a04c189ae61,16,speech_pilot_60t,bkbf0101,The clown had a funny face,2
5f203ef1f055ba0b51cdbd9f,16,speech_pilot_60t,bkbf0414,The cooks making a cake,1
5f2e676e17eb961c58928b91,16,speech_pilot_60t,bkbf0502,The matches lie on the shelf,3
5f493fea06249046a8db8569,16,speech_pilot_60t,bkbf0216,The school finished early,3
5f56586779a86f05faa07be4,16,speech_pilot_60t,bkbf0213,Some sticks were under the tree,1
5f7f16eb45861703806170e6,16,speech_pilot_60t,bkbf0301,The glass bowl broke,0
5f7f3a1031fc3c08f47ff478,16,speech_pilot_60t,bkbf1703,The sky was very blue,3
5f87293ac383790f14df903c,16,speech_pilot_60t,bkbf0301,The glass bowl broke,0
5fe2672ce7a1d2df1d2cc0ba,16,speech_pilot_60t,bkbf0414,The cooks making a cake,0
5ff74e9756bc433d405a5773,16,speech_pilot_60t,bkbf0913,The dinner plate's hot,0
5ffed99b5991d45ce2eb9e7a,16,speech_pilot_60t,bkbf0101,The clown had a funny face,2
600c3a4cf1786b0d29f2e0b5,16,speech_pilot_60t,bkbf0504,The train had a bad crash,3
601d160d8b17da043f490fd8,16,speech_pilot_60t,bkbf1203,The front garden was pretty,3
6073631553d2939cf73b0f2d,16,speech_pilot_60t,bkbf0209,Shes taking her coat,0
607dccecbcc9727694d62c31,16,speech_pilot_60t,bkbf0714,The orange was quite sweet,3
60870e7b286405a9ad9ec7e7,16,speech_pilot_60t,bkbf1516,The puppy plays with a ball,2
608ac826799bec5934dcc129,16,speech_pilot_60t,bkbf1415,The grass is getting long,3
6094111f05a8a1d7a1331eec,16,speech_pilot_60t,bkbf1504,The shop closed for lunch,3
60a3eb7f3af78045aef70069,16,speech_pilot_60t,bkbf0204,The old gloves are dirty,0
60a7a7500329de081813449b,16,speech_pilot_60t,bkbf0310,The man cleaned his shoes,3
60ac3bd676946e7491640234,16,speech_pilot_60t,bkbf0204,The old gloves are dirty,0
5c730ca1f674750001df8d09,17,speech_pilot_60t,bkbf0803,The match boxes are empty,0
5cc5c6dbe0df3f00121404c0,17,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5d838915e3876a00014c44b9,17,speech_pilot_60t,bkbf1301,The fruit came in a box,1
5da57bdaca1b86001770b13d,17,speech_pilot_60t,bkbf1504,The shop closed for lunch,3
5e0272eab1fb05df866cb113,17,speech_pilot_60t,bkbf2016,The flower stands in a pot,0
5e1b2dea8b90cb3502480bc9,17,speech_pilot_60t,bkbf0216,The school finished early,3
5e7921fcbd76c94d6b4fac57,17,speech_pilot_60t,bkbf0906,A letter fell on the mat,1
5e94dc714b34ff84c349e18c,17,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5eff7df90aede705593e92d7,17,speech_pilot_60t,bkbf1504,The shop closed for lunch,3
5f11ae10e3411a04c189ae61,17,speech_pilot_60t,bkbf0414,The cooks making a cake,3
5f203ef1f055ba0b51cdbd9f,17,speech_pilot_60t,bkbf1301,The fruit came in a box,0
5f2e676e17eb961c58928b91,17,speech_pilot_60t,bkbf1613,The oven door was open,2
5f493fea06249046a8db8569,17,speech_pilot_60t,bkbf1703,The sky was very blue,3
5f56586779a86f05faa07be4,17,speech_pilot_60t,bkbf0906,A letter fell on the mat,0
5f7f16eb45861703806170e6,17,speech_pilot_60t,bkbf0216,The school finished early,3
5f7f3a1031fc3c08f47ff478,17,speech_pilot_60t,bkbf0913,The dinner plate's hot,1
5f87293ac383790f14df903c,17,speech_pilot_60t,bkbf0208,Snow falls at Christmas,3
5fe2672ce7a1d2df1d2cc0ba,17,speech_pilot_60t,bkbf2114,The kettle boiled quickly,0
5ff74e9756bc433d405a5773,17,speech_pilot_60t,bkbf0107,The green tomatoes are small,3
5ffed99b5991d45ce2eb9e7a,17,speech_pilot_60t,bkbf0216,The school finished early,0
600c3a4cf1786b0d29f2e0b5,17,speech_pilot_60t,bkbf1703,The sky was very blue,3
601d160d8b17da043f490fd8,17,speech_pilot_60t,bkbf1516,The puppy plays with a ball,3
6073631553d2939cf73b0f2d,17,speech_pilot_60t,bkbf2112,The cricket team's playing,0
607dccecbcc9727694d62c31,17,speech_pilot_60t,bkbf0216,The school finished early,2
60870e7b286405a9ad9ec7e7,17,speech_pilot_60t,bkbf0204,The old gloves are dirty,2
608ac826799bec5934dcc129,17,speech_pilot_60t,bkbf0214,The little baby sleeps,3
6094111f05a8a1d7a1331eec,17,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
60a3eb7f3af78045aef70069,17,speech_pilot_60t,bkbf0913,The dinner plate's hot,1
60a7a7500329de081813449b,17,speech_pilot_60t,bkbf0107,The green tomatoes are small,1
60ac3bd676946e7491640234,17,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5c730ca1f674750001df8d09,18,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,3
5cc5c6dbe0df3f00121404c0,18,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
5d838915e3876a00014c44b9,18,speech_pilot_60t,bkbf1610,The driver lost his way,2
5da57bdaca1b86001770b13d,18,speech_pilot_60t,bkbf0213,Some sticks were under the tree,2
5e0272eab1fb05df866cb113,18,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,2
5e1b2dea8b90cb3502480bc9,18,speech_pilot_60t,bkbf1701,The apple pie's cooking,1
5e7921fcbd76c94d6b4fac57,18,speech_pilot_60t,bkbf1516,The puppy plays with a ball,3
5e94dc714b34ff84c349e18c,18,speech_pilot_60t,bkbf1208,The bread van's coming,3
5eff7df90aede705593e92d7,18,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
5f11ae10e3411a04c189ae61,18,speech_pilot_60t,bkbf1212,The children help the milkman,0
5f203ef1f055ba0b51cdbd9f,18,speech_pilot_60t,bkbf0210,The police chased the car,0
5f2e676e17eb961c58928b91,18,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5f493fea06249046a8db8569,18,speech_pilot_60t,bkbf0208,Snow falls at Christmas,3
5f56586779a86f05faa07be4,18,speech_pilot_60t,bkbf1907,A grocer sells butter,0
5f7f16eb45861703806170e6,18,speech_pilot_60t,bkbf0109,The postman shut the gate,2
5f7f3a1031fc3c08f47ff478,18,speech_pilot_60t,bkbf0708,The young people are dancing,3
5f87293ac383790f14df903c,18,speech_pilot_60t,bkbf0414,The cooks making a cake,1
5fe2672ce7a1d2df1d2cc0ba,18,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
5ff74e9756bc433d405a5773,18,speech_pilot_60t,bkbf1415,The grass is getting long,3
5ffed99b5991d45ce2eb9e7a,18,speech_pilot_60t,bkbf0209,Shes taking her coat,0
600c3a4cf1786b0d29f2e0b5,18,speech_pilot_60t,bkbf0912,The lady packed her bag,2
601d160d8b17da043f490fd8,18,speech_pilot_60t,bkbf1914,The girl held a mirror,2
6073631553d2939cf73b0f2d,18,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,2
607dccecbcc9727694d62c31,18,speech_pilot_60t,bkbf0615,The broom stood in the corner,2
60870e7b286405a9ad9ec7e7,18,speech_pilot_60t,bkbf1408,The kitchen window was clean,3
608ac826799bec5934dcc129,18,speech_pilot_60t,bkbf1613,The oven door was open,3
6094111f05a8a1d7a1331eec,18,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,2
60a3eb7f3af78045aef70069,18,speech_pilot_60t,bkbf0502,The matches lie on the shelf,2
60a7a7500329de081813449b,18,speech_pilot_60t,bkbf0501,The bath towel was wet,3
60ac3bd676946e7491640234,18,speech_pilot_60t,bkbf0906,A letter fell on the mat,0
5c730ca1f674750001df8d09,19,speech_pilot_60t,bkbf0204,The old gloves are dirty,1
5cc5c6dbe0df3f00121404c0,19,speech_pilot_60t,bkbf1215,The boy had a toy dragon,2
5d838915e3876a00014c44b9,19,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
5da57bdaca1b86001770b13d,19,speech_pilot_60t,bkbf0204,The old gloves are dirty,0
5e0272eab1fb05df866cb113,19,speech_pilot_60t,bkbf1203,The front garden was pretty,3
5e1b2dea8b90cb3502480bc9,19,speech_pilot_60t,bkbf1616,The painter used a brush,3
5e7921fcbd76c94d6b4fac57,19,speech_pilot_60t,bkbf1212,The children help the milkman,1
5e94dc714b34ff84c349e18c,19,speech_pilot_60t,bkbf1610,The driver lost his way,3
5eff7df90aede705593e92d7,19,speech_pilot_60t,bkbf1609,Some men shave in the morning,3
5f11ae10e3411a04c189ae61,19,speech_pilot_60t,bkbf0206,The thin dog was hungry,1
5f203ef1f055ba0b51cdbd9f,19,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
5f2e676e17eb961c58928b91,19,speech_pilot_60t,bkbf1212,The children help the milkman,2
5f493fea06249046a8db8569,19,speech_pilot_60t,bkbf0206,The thin dog was hungry,3
5f56586779a86f05faa07be4,19,speech_pilot_60t,bkbf1610,The driver lost his way,3
5f7f16eb45861703806170e6,19,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
5f7f3a1031fc3c08f47ff478,19,speech_pilot_60t,bkbf1616,The painter used a brush,2
5f87293ac383790f14df903c,19,speech_pilot_60t,bkbf1008,Someones crossing the road,3
5fe2672ce7a1d2df1d2cc0ba,19,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5ff74e9756bc433d405a5773,19,speech_pilot_60t,bkbf1212,The children help the milkman,1
5ffed99b5991d45ce2eb9e7a,19,speech_pilot_60t,bkbf0708,The young people are dancing,1
600c3a4cf1786b0d29f2e0b5,19,speech_pilot_60t,bkbf1914,The girl held a mirror,2
601d160d8b17da043f490fd8,19,speech_pilot_60t,bkbf1408,The kitchen window was clean,3
6073631553d2939cf73b0f2d,19,speech_pilot_60t,bkbf1415,The grass is getting long,3
607dccecbcc9727694d62c31,19,speech_pilot_60t,bkbf1008,Someones crossing the road,3
60870e7b286405a9ad9ec7e7,19,speech_pilot_60t,bkbf1703,The sky was very blue,3
608ac826799bec5934dcc129,19,speech_pilot_60t,bkbf0206,The thin dog was hungry,1
6094111f05a8a1d7a1331eec,19,speech_pilot_60t,bkbf0107,The green tomatoes are small,3
60a3eb7f3af78045aef70069,19,speech_pilot_60t,bkbf0906,A letter fell on the mat,0
60a7a7500329de081813449b,19,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
60ac3bd676946e7491640234,19,speech_pilot_60t,bkbf0414,The cooks making a cake,3
5c730ca1f674750001df8d09,20,speech_pilot_60t,bkbf2110,The egg cups are on the table,2
5cc5c6dbe0df3f00121404c0,20,speech_pilot_60t,bkbf1111,The cow gave some milk,3
5d838915e3876a00014c44b9,20,speech_pilot_60t,bkbf1907,A grocer sells butter,0
5da57bdaca1b86001770b13d,20,speech_pilot_60t,bkbf1610,The driver lost his way,3
5e0272eab1fb05df866cb113,20,speech_pilot_60t,bkbf1205,The taps are above the sink,0
5e1b2dea8b90cb3502480bc9,20,speech_pilot_60t,bkbf0901,The book tells a story,3
5e7921fcbd76c94d6b4fac57,20,speech_pilot_60t,bkbf1703,The sky was very blue,3
5e94dc714b34ff84c349e18c,20,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
5eff7df90aede705593e92d7,20,speech_pilot_60t,bkbf0310,The man cleaned his shoes,3
5f11ae10e3411a04c189ae61,20,speech_pilot_60t,bkbf0109,The postman shut the gate,2
5f203ef1f055ba0b51cdbd9f,20,speech_pilot_60t,bkbf1613,The oven door was open,3
5f2e676e17eb961c58928b91,20,speech_pilot_60t,bkbf0906,A letter fell on the mat,0
5f493fea06249046a8db8569,20,speech_pilot_60t,bkbf2112,The cricket team's playing,0
5f56586779a86f05faa07be4,20,speech_pilot_60t,bkbf0502,The matches lie on the shelf,2
5f7f16eb45861703806170e6,20,speech_pilot_60t,bkbf1210,The football game's over,3
5f7f3a1031fc3c08f47ff478,20,speech_pilot_60t,bkbf1610,The driver lost his way,3
5f87293ac383790f14df903c,20,speech_pilot_60t,bkbf2016,The flower stands in a pot,1
5fe2672ce7a1d2df1d2cc0ba,20,speech_pilot_60t,bkbf0708,The young people are dancing,1
5ff74e9756bc433d405a5773,20,speech_pilot_60t,bkbf0714,The orange was quite sweet,2
5ffed99b5991d45ce2eb9e7a,20,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
600c3a4cf1786b0d29f2e0b5,20,speech_pilot_60t,bkbf1415,The grass is getting long,2
601d160d8b17da043f490fd8,20,speech_pilot_60t,bkbf0204,The old gloves are dirty,1
6073631553d2939cf73b0f2d,20,speech_pilot_60t,bkbf0214,The little baby sleeps,3
607dccecbcc9727694d62c31,20,speech_pilot_60t,bkbf0107,The green tomatoes are small,1
60870e7b286405a9ad9ec7e7,20,speech_pilot_60t,bkbf2016,The flower stands in a pot,3
608ac826799bec5934dcc129,20,speech_pilot_60t,bkbf0913,The dinner plate's hot,0
6094111f05a8a1d7a1331eec,20,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
60a3eb7f3af78045aef70069,20,speech_pilot_60t,bkbf1208,The bread van's coming,1
60a7a7500329de081813449b,20,speech_pilot_60t,bkbf1504,The shop closed for lunch,3
60ac3bd676946e7491640234,20,speech_pilot_60t,bkbf2016,The flower stands in a pot,0
5c730ca1f674750001df8d09,21,speech_pilot_60t,bkbf1701,The apple pie's cooking,0
5cc5c6dbe0df3f00121404c0,21,speech_pilot_60t,bkbf0310,The man cleaned his shoes,0
